SNS1_1,SNS1_2,SNS1_3,SNS1_4,SNS1_5,SNS1_6,SNS1_7,SNS1_8,POST1A,POST1B,POST1C,POST1D,POST1E,POST2_1,POST2_2,POST2_3,POST2_4,POST2_5,POST2_6,POST2_7,POST2_8,SOC2POSA,SOC2POSB,SOC2POSC,SOC2POSD,SOC2NEGA,SOC2NEGB,SOC2NEGC,SOC2NEGD,AGE,DURATION
0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , ,13,7.483333333
0,1,1,1,1,0,0,0,3,3,4,4,4,1,0,1,0,0,0,1,0,1,2,2,1,3,3,3,3,14,9.183333333
1,1,0,1,1,0,1,0,3,2,3,3,2,1,0,0,1,0,0,1,0,2,1,2,2,3,3,3,2,16,24.91666667
0,1,0,0,0,0,0,0,4,3,2,3,3,1,1,1,0,0,0,0,0,1,1,1,1,3,3,3,3,14,11.9
1,1,1,1,1,0,0,0,3,2,4,1,2,1,1,0,0,0,0,0,0,2,3,2,3,3,3,3,3,16,13.45
1,1,1,0,1,1,1,0,2,3,3,2,2,1,0,0,1,0,0,1,0,2,1,2,1,3,3,2,3,17,13.46666667
0,0,0,0,1,0,0,0,4,3,4,4,4,0,0,0,0,0,0,0,1,3,3,3,3,2,2,3,2,16,26.55
0,0,1,0,1,0,1,0,4,2,2,2,3,0,0,0,0,0,0,0,1,2,3,2,2,3,2,3,3,16,13.31666667
1,1,1,1,1,0,0,0,2,4,2,2,4,1,1,1,0,1,0,1,0,2,3,2,2,3,1,2,1,17,17.83333333
0,1,1,1,1,0,0,0,1,3,3,2,3,1,1,1,0,0,1,1,0,3,2,3,2,2,2,1,1,16,18.86666667
0,0,1,1,1,0,0,0,4,3,2,4,3,1,1,1,0,0,0,0,0,2,3,2,3,3,3,3,3,13,22.4
0,1,0,1,1,0,0,0,3,4,3,3,4,0,0,0,0,0,0,1,0,2,2,3,2,1,2,3,1,16,9.05
0,0,0,0,1,0,0,0,3,1,4,4,1,0,0,0,0,0,0,0,1,3,1,3,3,2,2,1,1,14,16.16666667
1,0,1,0,1,0,1,0,3,3,3,2,4,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,15,10.93333333
0,0,0,1,1,0,0,0,3,2,2,1,2,1,0,0,0,0,0,1,0,2,1,1,2,1,1,2,1,13,13.75
1,1,1,1,1,0,0,0,3,2,2,2,2,0,0,1,0,0,0,0,0,1,1,1,1,3,3,3,3,13,9.966666667
1,1,0,0,1,0,0,0,4,4,4,3,3,0,0,0,0,0,0,0,1,3,2,2,3,3,3,3,3,15,15.2
0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , ,13,7.433333333
0,1,1,0,1,0,0,0,4,2,2,4,4,1,0,0,0,0,0,0,0,3,1,3,3,3,2,3,3,17,18.93333333
0,1,1,0,0,0,0,0,3,3,3,2,3,1,0,0,0,0,0,0,0,2,2,1,2,3,2,3,3,17,41.53333333
0,0,1,1,0,0,0,0,2,3,4,2,4,0,0,0,0,0,0,0,1,1,2,1,2,3,2,3,3,16,11.75
0,0,0,0,1,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,17,9.4
1,1,1,1,1,0,0,0,3,3,2,2,3,1,1,0,0,0,0,1,0,1,2,2,1,3,2,3,3,14,11.65
0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , ,13,23.41666667
0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , , ,13,19.41666667
1,1,1,1,1,0,0,0,2,3,2,2,4,1,0,1,0,0,0,1,0,2,2,2,2,2,1,3,2,14,12.06666667
0,1,0,0,1,0,0,0,2,3,3,2,4,1,0,0,0,1,0,1,0,3,1,2,2,3,3,3,2,17,14
0,1,0,1,0,0,0,0,4,4,2,4,4,1,0,1,0,0,0,0,0,3,3,2,2,3,3,3,3,17,14.28333333
0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,3,3,3,3,14,30.11666667
0,1,1,1,1,0,0,0,4,2,3,3,4,0,0,0,0,0,0,0,1,3,2,2,3,3,1,3,3,15,20.93333333
0,0,0,0,1,0,0,0,4,3,4,2,4,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,13,13.81666667
0,1,1,1,1,0,1,0,1,4,2,2,3,1,1,1,0,0,1,0,0,2,1,1,2,3,2,2,2,16,14.68333333
0,1,0,1,1,0,0,0,2,2,2,1,2,1,0,1,0,0,0,0,0,1,1,1,1,3,3,2,1,13,9.483333333
0,1,1,1,1,0,0,0,3,2,2,2,2,1,0,0,0,0,1,0,0,1,1,1,1,2,1,2,2,15,12.33333333
0,0,0,1,1,0,0,0,4,4,4,2,4,0,0,0,0,0,0,0,1,2,1,1,2,2,3,3,3,16,35.51666667
1,1,0,1,1,0,0,0,3,2,3,2,4,0,0,0,0,0,0,0,1,2,2,2,2,3,3,3,3,16,10.8
1,1,1,0,1,0,0,0,4,4,3,2,4,0,0,1,0,0,0,0,0,3,2,2,2,3,3,3,3,15,22.83333333
1,1,1,1,1,0,0,0,2,2,1,2,2,1,0,0,0,0,0,1,0,1,2,1,2,3,2,3,3,13,13.4
0,1,1,0,1,0,0,0,3,2,4,2,4,0,0,0,0,0,0,0,1,3,2,2,3,3,3,2,2,16,33.2
0,0,0,0,1,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,1,3,2,3,3,3,2,3,3,16,33.83333333
0,1,0,0,1,0,0,0,4,2,2,2,4,1,0,1,0,0,1,0,0,1,1,1,2,2,2,2,2,15,9.8
0,0,1,0,1,0,0,0,3,3,2,2,2,1,0,1,1,1,1,1,0,1,1,2,2,2,1,2,2,13,9.133333333
0,1,1,1,1,0,0,0,2,2,2,2,3,0,0,0,0,0,0,0,1,2,2,2,2,3,3,3,3,15,13.03333333
1,1,1,1,1,0,0,0,3,1,2,2,3,1,0,1,0,1,1,1,0,1,1,2,2,3,3,2,3,13,56.38333333
0,0,1,0,1,0,0,0,4,4,4,2,4,0,0,0,0,0,0,0,1,2,2,2,1,3,3,3,3,17,15.36666667
1,1,1,1,0,0,0,0,3,4,4,2,2,1,0,1,1,1,0,1,0,1,2,1,1,2,2,3,2,16,11.2
0,1,0,1,1,0,0,0,4,3,3,1,2,0,0,0,0,0,0,0,1,3,3,2,2,3,3,3,3,14,12.1
1,1,1,1,1,0,1,0,3,3,3,3,3,0,0,0,0,0,0,0,1,2,1,2,2,2,3,2,2,17,27.16666667
0,1,0,1,0,0,0,0,1,1,1,1,3,1,0,1,0,0,0,1,0,1,1,1,1,2,2,1,3,14,15.3
0,1,0,1,1,0,1,0,1,1,1,2,4,1,1,0,0,1,1,1,0,2,1,1,1,2,3,3,2,15,7
0,0,0,1,1,0,1,0,2,2,2,4,4,1,0,0,0,0,0,0,0,2,2,2,2,2,2,3,1,17,8.583333333
1,1,0,1,0,0,0,0,4,4,3,2,4,0,0,0,0,0,0,0,1,3,3,2,2,2,2,2,2,16,23.93333333
0,1,1,1,1,0,0,0,2,1,2,2,4,1,1,1,0,0,0,1,0,1,2,1,1,3,2,2,2,16,18.88333333
1,1,1,1,0,0,0,0,2,4,2,3,4,0,0,0,0,0,0,0,1,3,3,2,3,2,3,1,2,15,6.166666667
0,1,1,1,1,0,0,0,1,2,2,2,3,1,1,1,0,1,0,1,0,2,1,2,1,3,2,3,2,16,42.63333333
1,1,1,1,1,0,0,0,2,3,3,2,3,1,1,1,1,1,1,1,0,2,2,1,2,2,2,1,1,16,11.41666667
1,1,0,1,1,0,0,0,4,2,2,1,3,1,0,1,0,0,0,0,0,1,1,1,1,3,3,3,2,13,15.08333333
1,1,1,1,1,0,0,0,3,3,2,4,4,1,0,1,0,0,0,0,0,2,3,2,3,2,2,2,3,13,16.65
1,1,1,1,1,0,0,0,2,3,3,3,4,0,0,1,0,0,0,0,0,3,3,2,2,3,3,3,3,13,10.66666667
1,1,1,1,1,0,0,0,3,3,2,3,2,1,0,0,0,1,0,1,0,1,1,1,1,3,2,3,3,16,56.3
1,0,0,1,1,0,0,0,4,3,3,1,4,1,0,0,0,0,0,0,0,3,3,3,3,3,1,3,3,14,19.03333333
0,0,0,0,1,0,0,0,1,2,2,2,3,1,0,1,0,1,0,1,0,1,2,1,2,2,2,2,2,13,13
0,0,0,0,1,0,0,0,4,4,4,2,4,0,0,0,0,0,0,0,1,2,2,2,3,3,3,3,3,16,12.28333333
0,0,0,1,1,0,0,0,4,4,3,2,4,0,0,0,0,0,0,0,1,2,3,1,3,3,2,3,2,13,22.66666667
1,1,0,1,1,0,0,0,1,4,3,3,3,0,0,0,0,0,0,0,1,1,2,2,98,2,3,2,3,17,5
0,1,0,1,1,0,0,0,1,2,1,2,3,1,0,0,0,0,0,1,0,2,2,1,1,3,2,3,3,15,9.8
0,0,1,1,1,0,0,0,4,3,4,2,4,1,0,1,0,0,1,0,0,3,3,1,2,3,2,2,3,16,31.05
1,1,0,1,1,0,0,0,3,98,98,98,98,0,0,0,1,0,0,0,0,2,2,3,2,2,3,1,1,14,6.383333333
0,1,0,1,1,0,0,0,4,2,2,3,2,1,0,0,0,0,0,0,0,1,2,1,3,2,2,3,3,15,16.81666667
0,1,1,1,1,1,0,0,2,4,2,2,4,1,0,1,0,0,0,1,0,2,1,1,2,2,3,2,3,16,20.15
0,1,0,1,0,0,0,0,4,2,3,3,4,0,0,0,0,0,0,0,1,3,2,3,3,2,2,2,2,15,10.65
0,1,0,0,1,0,0,0,98,3,3,2,4,1,0,1,0,0,0,0,0,2,1,2,2,3,2,3,3,15,11.55
1,1,1,1,1,1,0,0,2,4,2,2,4,1,0,1,0,1,0,1,0,1,2,1,3,2,3,2,2,16,10.31666667
1,1,0,1,1,0,0,0,2,4,2,2,3,0,0,1,0,0,0,1,0,2,2,2,2,3,2,3,3,15,19.21666667
0,1,0,1,1,0,0,0,4,2,2,3,3,1,1,1,0,0,0,0,0,2,1,1,1,3,3,3,2,14,9.05
1,1,0,1,1,0,0,0,1,2,2,2,1,1,0,1,0,0,0,0,0,1,2,1,2,3,3,3,2,14,6.533333333
0,0,0,0,1,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,1,3,2,3,2,2,1,3,2,14,12.9
1,1,1,1,1,0,0,0,1,2,3,3,4,1,1,1,0,0,0,0,0,2,2,1,2,2,2,2,2,17,17.25
1,1,1,1,1,1,0,0,3,3,2,2,1,1,1,1,0,1,0,1,0,1,1,1,1,3,3,3,3,17,10.71666667
0,0,0,0,1,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,1,1,1,1,1,3,3,3,3,14,27.3
1,1,1,1,1,0,0,0,3,3,3,4,4,0,0,0,0,0,0,0,1,2,2,3,2,3,2,2,2,16,8.75
1,1,1,1,1,0,0,0,1,2,2,2,3,1,0,0,0,0,0,1,0,2,2,2,1,98,98,98,2,17,11.73333333
0,0,0,0,1,0,1,0,4,4,4,4,4,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,15,7.05
0,1,0,1,1,0,0,0,4,2,2,3,3,0,0,0,0,0,0,0,1,2,2,1,2,3,3,3,3,13,12.53333333
0,0,0,0,1,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,1,3,3,3,3,2,2,2,2,17,8.25
1,1,1,1,1,0,0,0,3,2,1,2,3,1,1,1,0,0,0,1,0,1,2,1,2,2,3,2,2,17,16.85
0,1,0,1,1,0,0,0,2,3,2,3,4,1,0,1,0,0,0,0,0,2,3,1,2,3,3,2,3,14,19.16666667
1,1,0,1,1,0,0,0,3,2,2,1,4,1,1,1,0,0,0,1,0,1,1,1,1,3,3,2,2,17,11.73333333
0,0,1,1,1,0,0,0,4,2,3,1,3,1,0,1,0,0,0,0,0,3,2,2,2,3,2,3,3,14,15.38333333
1,1,1,1,0,0,0,0,1,4,3,3,3,1,0,1,0,0,1,0,0,2,2,2,3,3,2,3,3,17,39.53333333
0,1,1,1,1,0,0,0,2,3,1,1,2,1,0,0,0,0,0,1,0,2,2,1,2,3,3,2,2,16,30.05
0,1,0,0,1,0,0,0,4,4,3,3,4,1,0,0,1,0,0,0,0,2,1,1,1,2,3,2,2,16,7.416666667
0,1,1,1,1,0,0,0,4,4,4,1,4,0,0,0,0,0,0,0,1,2,2,2,3,3,2,3,3,13,35.76666667
1,1,1,1,1,0,0,0,1,2,2,1,2,0,1,1,0,0,0,1,0,1,1,1,1,2,1,2,1,13,11.03333333
0,1,1,0,1,0,0,0,2,2,2,2,4,0,0,1,0,0,0,0,0,1,2,1,1,3,2,3,3,17,9.516666667
1,1,0,1,1,1,1,0,3,2,3,1,4,1,0,1,0,0,0,0,0,3,3,2,3,2,3,2,2,15,10.9
0,0,0,1,1,0,1,0,4,4,4,1,4,1,0,0,0,0,0,0,0,2,2,1,2,2,2,3,2,16,9.3
0,1,0,1,1,0,0,0,3,3,2,2,3,1,0,0,0,0,0,0,0,2,2,1,2,1,1,1,1,15,35.11666667
0,0,0,1,1,0,0,0,2,2,3,2,3,0,0,0,0,0,0,0,1,2,2,2,1,3,3,3,3,14,33.1
0,1,0,1,1,0,0,0,2,4,4,3,4,1,0,0,0,0,0,0,0,2,3,2,3,3,3,3,3,16,22.8
1,1,0,1,1,0,0,0,4,3,2,3,3,1,1,0,0,0,0,0,0,2,2,1,3,2,1,1,1,15,12.95
0,1,0,1,1,0,0,0,2,3,4,3,4,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,16,4.4
0,1,1,1,1,0,0,0,2,3,3,3,3,0,0,1,0,0,0,0,0,3,2,2,2,3,3,3,3,15,8.533333333
1,1,1,1,1,0,0,0,3,2,2,2,1,1,0,0,0,1,1,1,0,1,1,1,1,3,1,3,3,15,15.23333333
0,1,1,1,1,0,1,0,4,4,4,4,4,0,0,0,0,0,0,0,1,1,2,1,1,3,3,3,3,17,18.6
1,1,1,1,1,0,0,0,1,3,2,2,3,1,0,0,0,0,0,1,0,2,1,2,1,3,2,2,2,13,9.716666667
0,0,0,1,0,0,0,0,4,4,4,3,4,0,0,0,0,0,0,0,1,3,2,2,3,3,2,3,2,15,8.9
1,1,1,1,1,1,0,0,1,1,1,2,1,0,0,0,0,0,0,1,0,1,1,1,1,3,3,2,1,14,9.55
1,1,1,1,1,0,0,0,2,2,2,3,3,1,1,1,1,1,0,1,0,2,2,2,2,2,2,2,2,17,14.8
0,0,0,0,1,0,0,0,98,98,98,98,98,0,0,0,0,0,0,0,0,98,98,98,98,98,98,98,98,13,10.9
1,1,0,1,1,1,0,0,4,3,2,1,2,1,0,0,1,1,0,1,0,1,1,1,2,2,3,3,3,13,12.95
0,1,1,1,1,0,0,0,1,2,1,1,4,1,1,1,0,0,0,1,0,2,1,1,1,2,2,3,3,17,12.48333333
0,1,0,1,1,0,0,0,3,3,2,2,4,0,0,0,0,0,0,0,1,2,2,2,2,2,2,3,2,15,8.5
1,1,1,1,1,0,0,0,1,1,2,2,1,1,1,1,0,1,0,1,0,2,1,1,1,2,2,1,1,16,43.46666667
0,0,0,0,1,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,1,2,3,3,3,3,3,3,3,17,14.75
0,1,1,1,1,0,0,0,3,4,4,3,4,1,1,0,0,0,0,0,0,1,2,2,1,3,3,2,2,15,14.01666667
1,1,1,1,1,0,0,0,2,1,2,3,4,1,1,1,0,0,0,1,0,1,1,1,1,3,3,3,2,16,12.7
0,0,0,1,0,1,1,0,3,4,4,3,4,0,0,0,0,0,0,0,1,3,2,1,1,3,3,3,3,15,10.05
1,1,0,1,1,0,0,0,3,2,3,2,2,1,1,1,0,0,0,1,0,1,1,1,1,3,3,2,3,16,13.88333333
0,1,1,1,1,1,0,0,2,2,3,1,2,1,0,0,1,0,0,1,0,1,1,1,1,3,1,3,3,13,10.03333333
0,0,1,1,1,0,0,0,2,2,2,2,2,1,0,1,0,0,0,1,0,1,1,1,1,2,2,2,2,17,7.983333333
0,1,0,0,1,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,1,3,3,1,3,3,3,3,3,16,9.466666667
0,1,1,1,1,0,0,0,4,3,4,4,1,0,0,0,0,0,0,0,1,2,3,2,2,3,3,3,3,15,25.18333333
1,0,0,0,1,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,1,2,3,3,3,3,2,3,3,13,7.733333333
1,1,0,1,1,0,0,0,3,4,3,2,4,1,0,1,0,0,1,0,0,2,1,1,2,3,3,3,3,16,17.35
0,0,1,1,1,0,0,0,3,2,2,3,2,1,0,0,0,0,0,0,0,2,1,2,1,3,3,3,3,16,6.35
0,1,0,1,1,1,0,0,3,3,2,4,4,1,0,1,1,0,0,0,0,1,2,1,1,3,2,2,3,15,15.45
0,0,1,1,1,0,0,0,1,2,2,1,4,0,0,0,0,0,0,0,1,1,2,1,1,3,2,3,3,16,9.3
0,1,0,1,1,0,1,0,4,2,4,3,4,1,0,0,0,0,0,0,0,1,1,2,1,3,3,3,3,15,55.85
0,0,1,0,0,0,0,0,4,4,4,3,3,1,1,0,0,0,0,0,0,3,3,3,3,3,3,3,3,16,9.85
1,1,1,1,1,0,0,0,2,3,2,3,2,1,0,1,1,0,0,0,0,2,2,1,2,3,3,3,3,15,17.05
1,0,0,0,0,0,0,0,4,2,2,3,2,0,0,0,0,0,0,1,0,1,2,2,2,2,3,2,2,17,2.7
1,1,0,0,1,1,1,0,4,4,4,4,4,0,0,0,0,0,0,0,1,3,3,2,3,3,3,3,3,14,7.416666667
1,1,1,1,1,0,0,0,2,3,3,3,3,0,1,1,0,0,0,0,0,2,1,1,2,3,2,2,1,15,5.833333333
0,0,0,0,1,0,0,0,4,4,3,2,3,0,0,0,0,0,0,0,1,2,2,3,2,3,2,3,2,15,19.58333333
0,1,0,1,0,0,0,0,3,3,3,3,4,0,0,1,0,0,0,0,0,3,3,2,3,3,3,3,2,15,15.11666667
0,0,0,0,1,0,1,0,4,4,4,4,3,0,0,0,1,0,0,0,0,3,1,3,2,2,3,3,3,15,16.16666667
0,0,1,0,1,0,0,0,3,3,4,2,4,0,0,1,0,0,0,0,0,2,3,2,2,3,2,3,3,16,9.783333333
0,1,0,0,1,0,0,0,3,3,2,1,3,0,0,0,0,0,0,1,0,2,2,2,2,3,3,3,2,13,17.11666667
0,1,1,1,0,0,0,0,3,4,4,4,4,0,0,0,0,0,0,0,1,2,3,2,2,3,3,3,3,16,30.25
0,1,0,1,0,0,0,0,3,3,3,2,3,0,0,0,0,0,0,0,1,1,1,1,1,3,3,2,2,14,9.95
0,1,0,1,1,0,1,0,4,1,4,2,2,1,1,0,0,1,0,1,0,1,1,1,1,3,3,3,3,14,21.63333333
1,1,0,1,1,0,0,0,3,2,3,4,2,1,0,0,0,0,0,0,0,1,2,1,1,2,2,2,2,14,16.06666667
1,1,1,1,1,0,0,0,1,2,1,1,2,0,0,1,0,0,0,0,0,2,1,1,2,3,3,3,3,13,16.41666667
0,1,0,1,1,0,0,0,4,3,4,3,3,0,0,0,0,0,0,0,1,2,1,3,2,2,3,3,1,15,7.816666667
0,1,1,1,1,0,0,0,3,3,2,2,4,1,0,1,0,0,0,1,0,2,3,2,2,3,3,3,3,16,9.083333333
0,1,1,1,1,0,0,0,2,4,4,2,4,0,0,0,0,1,0,1,0,3,2,3,2,3,2,3,2,16,16.61666667
0,1,0,1,1,0,0,0,2,2,2,2,3,0,0,0,0,1,0,1,0,2,1,1,2,2,2,1,1,15,11.18333333
0,1,1,1,1,0,0,0,3,1,4,2,4,0,0,0,0,0,0,0,1,2,2,2,3,3,3,3,3,16,9.183333333
1,1,0,1,1,0,0,0,4,2,2,3,3,1,0,0,1,0,0,1,0,2,1,1,2,3,3,1,1,15,14.73333333
0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,17,6.233333333
0,1,1,1,1,0,0,0,2,2,2,4,4,1,0,1,0,0,0,1,0,3,2,2,3,3,3,3,3,14,9.45
0,1,0,1,1,0,0,0,1,3,1,2,2,0,0,0,0,0,0,0,1,2,2,2,2,3,3,2,2,14,14.2
0,1,1,1,1,0,0,0,1,2,2,2,2,0,0,1,0,0,0,1,0,1,2,1,1,3,3,3,3,14,9.733333333
0,1,1,1,1,1,0,0,1,2,2,3,3,0,0,0,0,0,0,0,1,2,3,2,2,2,2,2,2,15,13.51666667
0,1,1,1,1,0,0,0,2,2,4,2,3,1,0,0,0,0,0,0,0,2,2,2,2,3,3,2,3,14,15.35
0,1,0,1,1,0,0,0,1,1,1,1,3,1,0,1,0,0,0,1,0,2,2,2,2,3,3,3,3,13,10.18333333
1,1,1,1,1,0,1,0,3,2,2,2,2,1,1,1,1,0,0,1,0,2,3,2,1,3,3,3,3,15,8.55
1,1,0,1,1,0,0,0,4,2,2,3,2,1,0,1,0,0,0,0,0,2,2,2,3,3,2,3,3,13,13.05
0,0,1,1,0,0,0,0,3,4,4,4,4,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,15,8.5
1,1,1,1,1,0,0,0,1,2,1,1,2,1,1,1,0,1,1,1,0,1,1,1,1,3,3,1,3,17,20.08333333
1,0,1,0,1,0,0,0,4,2,3,2,3,1,0,1,0,1,0,1,0,1,1,1,1,2,2,3,3,17,58.93333333
0,1,1,1,1,0,0,0,2,4,1,1,4,1,0,1,0,0,0,0,0,1,2,1,1,3,3,3,3,16,14.41666667
0,1,1,1,1,0,0,0,3,4,3,3,3,0,0,0,0,0,0,0,1,2,2,3,2,2,2,2,3,16,13.55
1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,2,1,1,2,1,1,1,1,15,9.75
0,0,0,0,1,0,0,0,3,3,3,4,2,0,0,0,0,0,0,0,1,3,2,3,2,3,3,3,3,14,20.51666667
1,0,0,0,0,0,0,0,3,2,2,1,3,1,0,0,0,0,0,0,0,2,1,2,2,3,2,2,2,17,10.95
0,1,1,1,1,0,0,0,1,1,1,2,2,1,0,0,0,1,0,1,0,1,1,1,1,3,3,1,1,14,44.41666667
1,1,1,1,1,0,0,0,4,2,3,3,4,1,1,0,0,0,0,0,0,2,2,1,2,3,3,2,2,17,9.5
0,1,0,1,1,0,0,0,2,1,2,2,1,0,1,0,0,0,0,0,0,1,2,3,2,1,3,1,2,14,3.683333333
0,1,0,1,0,0,0,0,98,2,2,3,4,1,1,1,0,0,0,0,0,3,3,1,1,3,3,3,3,16,8.5
0,1,0,1,1,0,0,0,2,3,3,2,3,1,0,0,0,0,0,1,0,2,2,2,3,3,3,3,3,16,29.03333333
0,0,1,0,1,0,0,0,2,4,4,3,4,0,0,0,0,0,0,1,0,2,3,2,2,3,2,3,3,13,22.6
0,1,1,1,1,0,0,0,2,2,3,2,4,1,1,1,0,0,0,0,0,1,2,1,1,3,3,1,2,15,8.133333333
1,1,1,1,1,0,0,0,3,4,2,3,4,1,0,1,0,0,1,0,0,3,1,1,3,2,2,1,1,16,13.33333333
1,1,0,1,1,0,0,0,1,2,1,2,4,1,1,1,0,0,0,0,0,1,1,1,3,2,1,2,2,16,31.51666667
1,1,1,0,1,0,1,0,3,3,1,4,4,1,1,0,0,1,0,1,0,2,3,2,3,2,1,3,1,14,15.38333333
1,1,0,1,1,0,0,0,3,2,2,3,2,0,1,1,1,0,0,0,0,1,1,1,1,3,2,2,1,15,16.2
1,1,1,1,1,1,0,0,4,4,3,4,4,0,0,0,0,0,0,0,1,3,2,2,3,2,2,3,3,15,11.31666667
1,1,0,1,1,0,0,0,2,3,98,3,4,1,0,0,0,0,0,0,0,3,1,2,2,3,3,2,2,14,6.016666667
0,1,1,1,1,0,0,0,4,3,3,4,3,0,0,0,0,0,0,0,1,3,1,2,2,2,3,3,3,13,9.666666667
1,1,1,1,1,0,0,0,2,4,2,2,4,1,0,1,0,0,0,0,0,1,1,1,1,3,2,3,3,15,15.5
1,1,0,1,1,0,0,0,1,1,3,1,2,0,1,1,0,0,0,1,0,2,2,1,1,3,2,3,3,16,18.4
0,0,1,1,0,0,0,0,2,3,2,2,2,1,0,1,0,0,0,1,0,2,3,2,3,3,3,3,3,14,7.883333333
1,1,1,1,1,1,0,0,2,3,2,2,3,0,0,1,1,1,0,1,0,2,2,1,2,3,3,2,2,17,38.98333333
1,1,1,1,1,0,0,0,1,1,3,1,1,1,1,1,0,0,0,0,0,1,2,1,1,3,3,3,3,16,15.91666667
0,1,0,1,1,0,0,0,3,2,3,2,4,1,1,0,0,0,0,0,0,3,2,1,2,3,2,3,2,13,11.71666667
